income,grant,dropout,hsgrade
4878.469407,1,0.333333333,85.11111111
4925.815406,1,0.4,82.4
4972.234396,1,0.419354839,80.90322581
5027.760513,1,0.470588235,82.41176471
5073.372459,1,0.485714286,78.48571429
5122.591746,1,0.454545455,84.63636364
5176.636409,1,0.434782609,81.39130435
5222.726998,1,0.307692308,83.23076923
5268.995736,0,0.5,71.27272727
5325.637162,0,0.566666667,80.13333333
5371.818245,1,0.5,77.96875
5425.013988,1,0.351351351,86.7027027
5477.553621,1,0.390243902,81.34146341
5524.474352,1,0.342105263,79.68421053
5577.519797,1,0.655172414,79.20689655
5626.342904,1,0.481481481,77
5675.106366,1,0.361702128,82.36170213
5725.911238,1,0.35483871,81.22580645
5774.60605,1,0.382352941,83.61764706
5827.578914,1,0.566666667,81.3
5874.21935,1,0.454545455,78.78787879
5921.163102,1,0.516129032,84.41935484
5980.502064,1,0.368421053,80.81578947
6031.32127,0,0.5,76.5625
6082.838546,1,0.382352941,81.73529412
6123.413087,1,0.447368421,79.23684211
6176.30773,1,0.390243902,78.14634146
6224.311629,1,0.5,74.5
6275.936885,0,0.487804878,79.41463415
6323.571452,0,0.45,80.85
6373.174491,1,0.533333333,83.3
6422.671417,1,0.5,83.80357143
6476.349066,1,0.357142857,83.78571429
6522.111046,1,0.447368421,83.55263158
6576.885313,1,0.352941176,79.88235294
6628.911953,1,0.295454545,85.25
6674.831889,0,0.361111111,75.97222222
6726.537462,0,0.344827586,78.44827586
6775.857103,0,0.357142857,84.75
6825.797158,1,0.513513514,79.45945946
6873.870829,1,0.37254902,82.15686275
6927.145568,1,0.368421053,82.05263158
6975.805034,0,0.476190476,81.33333333
7021.393676,1,0.382978723,84.06382979
7073.793688,1,0.4,82.4
7124.03956,1,0.333333333,81.63888889
7174.905029,1,0.542857143,76.51428571
7228.43178,1,0.416666667,73.55555556
7274.118684,0,0.490566038,78.79245283
7325.433853,1,0.47826087,78.10869565
7374.567034,1,0.258064516,79.61290323
7427.322148,0,0.3,82.25
7473.20962,1,0.458333333,81.625
7520.407144,1,0.365853659,80.58536585
7575.148446,1,0.436363636,79.6
7627.533927,1,0.4,77.1
7677.045819,0,0.338983051,81
7720.640489,1,0.255813953,78.39534884
7778.552518,1,0.509433962,83.39622642
7825.761467,1,0.288461538,80
7868.774655,1,0.43902439,80.07317073
7927.143016,1,0.432432432,81.56756757
7977.355749,0,0.418604651,78.51162791
8027.549396,1,0.254901961,82.45098039
8072.061842,0,0.358974359,84.1025641
8129.188601,0,0.348837209,81.74418605
8175.875683,1,0.409090909,77.70454545
8224.715269,0,0.441860465,79.20930233
8278.123004,0,0.466666667,81.48888889
8324.242526,1,0.344262295,80.98360656
8374.535414,1,0.5,83.69047619
8424.976327,0,0.37037037,77.68518519
8473.180726,0,0.382978723,81.61702128
8524.742787,0,0.358974359,77.38461538
8572.97728,0,0.333333333,82.41025641
8623.872331,1,0.303571429,82.48214286
8675.617864,0,0.481481481,81.7037037
8726.938209,1,0.389830508,83.93220339
8775.02146,0,0.428571429,77.7755102
8828.057651,0,0.30952381,80.47619048
8875.808221,0,0.387096774,81.51612903
8922.727271,0,0.42,81.56
8973.576546,1,0.369565217,80.13043478
9026.410751,1,0.42,81.96
9073.413429,1,0.45,79.21666667
9123.660002,1,0.306451613,78.51612903
9172.428709,0,0.365384615,80.75
9224.094345,0,0.307692308,78.97435897
9273.401062,1,0.466666667,82.04444444
9326.780902,1,0.315789474,83.78947368
9379.750862,0,0.431818182,85.27272727
9423.839713,1,0.372093023,79.02325581
9477.221761,0,0.55,81.85
9524.802659,0,0.446428571,78.73214286
9571.475432,1,0.438596491,81.1754386
9620.424942,1,0.333333333,81.86666667
9678.170681,1,0.424242424,78.18181818
9725.506907,0,0.327586207,80.84482759
9776.767258,0,0.365384615,82.71153846
9824.369877,0,0.352941176,79.23529412
9878.654762,1,0.441176471,83.73529412
9926.290103,1,0.402597403,79.14285714
9974.687915,1,0.426229508,82.50819672
10024.15025,0,0.288461538,79.48076923
10074.21553,1,0.315789474,78.94736842
10123.31929,1,0.326086957,85.52173913
10179.81078,0,0.468085106,82.78723404
10224.41388,1,0.415384615,83
10272.59724,0,0.444444444,85.28888889
10323.13664,0,0.239130435,81.10869565
10380.19699,0,0.357142857,82.66071429
10422.23722,1,0.361702128,82.14893617
10474.2156,0,0.333333333,79.46666667
10522.3996,1,0.358490566,83.73584906
10573.53075,0,0.333333333,82.68627451
10625.46109,0,0.377358491,85.09433962
10678.23981,1,0.388888889,80.40740741
10726.97392,0,0.392156863,81.31372549
10779.03609,0,0.489795918,82.3877551
10825.89089,0,0.341463415,78.41463415
10877.20807,0,0.320754717,81.50943396
10919.27001,0,0.406779661,83.30508475
10974.34831,0,0.4,80.38333333
11025.77234,1,0.339285714,83.23214286
11071.73373,0,0.4,79.5
11125.49766,0,0.283333333,78.91666667
11177.8779,0,0.454545455,77.81818182
11225.18998,1,0.379310345,81.48275862
11274.34704,1,0.471698113,80.22641509
11324.11063,0,0.415384615,81.81538462
11382.30617,0,0.304347826,84.2826087
11425.54437,0,0.272727273,84.36363636
11474.41282,1,0.462962963,80.7962963
11525.20251,0,0.407407407,79.81481481
11578.66118,0,0.422535211,82.94366197
11627.24377,0,0.333333333,81.04166667
11670.69241,0,0.37037037,78.7962963
11726.52079,0,0.344262295,80.85245902
11773.98166,0,0.327586207,82.01724138
11824.7616,0,0.333333333,80.11111111
11876.09907,0,0.383333333,81.83333333
11925.48702,0,0.444444444,79.37037037
11975.22146,0,0.31372549,82.7254902
12024.43959,1,0.372881356,82
12071.56298,0,0.456140351,82.35087719
12124.83044,0,0.365384615,78.63461538
12175.86451,0,0.323076923,79.46153846
12228.25282,0,0.383333333,79.98333333
12277.83862,1,0.4,84.92
12328.67604,1,0.372881356,84.81355932
12371.86009,1,0.338983051,80.23728814
12423.43156,0,0.339622642,84.05660377
12477.5353,0,0.314814815,83.22222222
12524.1846,0,0.278688525,80.40983607
12577.10919,0,0.283018868,83.60377358
12624.17059,0,0.285714286,82.71428571
12672.81115,0,0.403846154,80.05769231
12728.60648,0,0.349206349,81.98412698
12771.58539,1,0.5,83.12
12824.70818,0,0.346938776,80.16326531
12874.73286,0,0.534883721,82.09302326
12924.08916,0,0.277777778,83.22222222
12971.44717,0,0.37254902,80.84313725
13027.25767,0,0.188679245,81.33962264
13072.18179,0,0.384615385,80.94230769
13127.79777,0,0.214285714,78
13176.79985,0,0.274509804,82.74509804
13223.24769,0,0.303571429,84.69642857
13275.69324,0,0.258064516,80.85483871
13326.22225,0,0.309090909,82.6
13375.81534,1,0.407407407,80.88888889
13422.49277,0,0.321428571,83.05357143
13473.53311,1,0.416666667,83.53333333
13524.85527,0,0.368421053,82.73684211
13572.82231,0,0.296875,81.140625
13625.19821,0,0.479452055,82.43835616
13676.49957,0,0.383333333,81.66666667
13725.16642,0,0.349206349,80.01587302
13772.38361,0,0.433333333,83.18333333
13824.2962,0,0.305084746,81.59322034
13876.60105,0,0.318181818,85.16666667
13925.40512,0,0.265306122,83.65306122
13975.15633,0,0.406779661,85.62711864
14027.03528,0,0.339285714,83.35714286
14074.07105,0,0.244897959,82.30612245
14124.41562,0,0.4,82.83076923
14171.06657,0,0.365384615,83.63461538
14225.62284,0,0.37704918,82.24590164
14275.1669,0,0.272727273,80.27272727
14327.31542,0,0.320754717,79.47169811
14377.70569,0,0.370967742,83.33870968
14425.28661,0,0.307692308,79.56410256
14477.73323,0,0.338461538,83.38461538
14522.26253,0,0.339622642,85.43396226
14574.53296,0,0.476190476,79.46031746
14627.24808,0,0.37254902,78.7254902
14675.43336,0,0.452830189,78.86792453
14723.21972,0,0.305084746,81.03389831
14772.57541,0,0.377777778,81.26666667
14824.6936,0,0.392857143,84.625
14874.59225,0,0.34,79.48
14926.6717,0,0.363636364,84.72727273
14980.51832,0,0.277777778,80.88888889
